ID,comment,sentiment
1044,အဲလိုအတွဲတွေကပြတ်မှာပဲ,negative
1046,နမအွရုာညုညွိအုပြ်ျကေုပြငုည😘😂😎,neutral
1047,ဘတြ့ြံ ကဲဲြ့ြ့😆😆😎,neutral
1049,မှာမတင်ထားဘူးထင်တယ် ရှာမတွေ့ဘူး🥺,negative
1052,ဘယ်ချိန်နားေထာင်ေထာင်မိုက်တယ်,positive
1053,မြန်မာလာ😂😂😂,neutral
1054,🎉🎉🎉🎉😊😊😊😊,positive
1056,ကြွေသွားပြီ 😊😊😊😊😊😊😊😊😳😳😳😳😳😳😳😳😳😳,positive
1060,အရမ်းချစ်ကြိုက်😍,positive
1061,😨,negative
1062,😲 🤩,positive
1063,လေး🙁💗,positive
1064,ဒီသီချင်းကို ကချင်ပြည်နယ် ဖားကန့်မြို့ မှော်ဝမ်း ရပ်ကွက် ကိုယ်ပိုင်ကျောင်း မှာ ဆွတ်ဂျက်အောင် ဆိုတဲ့ကောင် အော်ဆိုလို့ ဖင်၃ ချက်တိတိ ရိုက်ခံခဲ့ရပါတယ်,neutral
1065,တယ်,neutral
1067,😢သေတူရှင်မခွဲဘူးလို့ပြောပြီးလည်းနှစ်ယောက်စလုံးရဲ့ဆက်ဆံရေးတွေကြောင့်ဝေးခဲ့ရပြီ😅😅,negative
1068,🔥💯,positive
1070,🔥 🔥 🔥,positive
1071,😎😎,positive
1072,အရမ္းခ်စ္စရာေကာင္းတဲ့သီခ်င္း,positive
1074,🤎💯,positive
1076,အသံကြိုက်တယ်🖤,positive
1077,😻🔥👊,positive
1079,💙🤍,positive
1080,💛💛💛💛💛,positive
1081,မွာဒီေတပဲတတ္ေနတာေကာႀကိဳက္လြန္းလို႔ေတြ႔တဲ့လူတိုင္းမသိခင္က လိုက္ေမးရတာအရမ္းႀကိဳက္တယ္ေလးကို,positive
1082,😳💕,positive
1084,မောင်အသစ်နဲ့တွေ့လို့ပျော်နေခဲ့ပီလားမမဝမ်းသာပါတယ်ထာဝရပျော်ရွှင်တဲ့ဇနီးမောင်နှံဖြစ်ပါစေမမ,negative
1087,ရဲ႕အဲ့အသံအရမ္းတယ္ဗ်ိဳ႕စာသားေတကလဲမုိက္တယ္ အားေပးေနတယ္ဗ်ိဳ႕🧡🧡🧡,positive
1088,အသစ္ ေလးကမိုက္တယ္ ေနာက္ထြက္ရင္လည္း လင္းပါဦး,neutral
1089,💯🎹🎹🖤💙🎶💥🎛🏆🎶,positive
1090,💯,positive
1093,ဆက်ကြိုးစား,positive
1094,မိုက်တယ်😍😍,positive
1095,မမကမောင့်ဆီပြန်မလာဘူးသိလားမောင်လိုသစ်စာမရှိတဲ့လူကိုမုန်းတယ်။မိန်းမတယောက်ပီးတယောက်ခေါ်ပီးဖင်ယက်သူကိုမုန်းတယ်ရွံတယ်သိလား။။မမ,negative
1096,မမကမောင့်ဆီပြန်မလာပါဘူးမောင့်လိုသစ်မရှိရီးစားတယောက်ပီတယောက်ထားပီးဖင်ယက်နေသူကိုမမကမုန်းနေပါပီ။။ချစ်မမ,negative
1097,နင်ကမမကိုမလာနဲ့ပြောရအောင်နင့်ဆီလာမယ်ပြောလို့လားနင့်လိုဖာကောင်းဆီလာသူဟာဖာသယ်မဘဲဖြစ်မှာပေါ့ငတုံးရဲ့မမ,negative
1098,လူ၃ယောက်ကအရုပ်ဆိုးပီမလှကြအသံတွေလဲမကောင်းနဲ့ပေါက်ကရဆိုပီးပီးသွားတယ်မောင်ကငွေကိုတန်ဘိုးဖိုးရှိရှိမသုံးတော့သီချင်းဆိုရင်းနဲ့မွဲတော့မယ်မမ,negative
1099,မောင်မမကလူကောင်းနဲ့အိမ်ထောင်ကြတာမောင်သာဖာသယ်မကိုမယားတော်ပါမမ,negative
1100,😈,negative
1102,ကြၽန္ေတာ့္ သစ္ေလးကိုလဲ ဝင္ေရာက္ အားေပးၾကပါဦးေနာ္,positive
1104,သိပ်လွမ်းတယ် သဲငယ် ၁၃၁၂၂၄ ၅၀၆,negative
1105,အသဲစြဲ,positive
1107,ဘာကို,neutral
1108,ဗျာ,neutral
1110,မိုကဩချက်🤩😖💗,positive
1111,အ့ကြိုက်ဆုံးပဲ ရေ🎉,positive
1114,🎉😢,positive
1115,မိန်မတေကမာယာမများပါဘူးရှင့်,neutral
1118,လေး😵,neutral
1119,😫💓,positive
1121,နားထောင်လိုကောင်းတယ် ထက်တင်ပေးဗျာ,positive
1122,စောက်ရမ်းကောင်း,positive
1123,ဘယ်ေတာ့႐ိုးမသွားတဲ့ သီချင်း,positive
1125,💗💖💖💖💖💖,positive
1126,😍 😍,positive
1127,👍👍👍👌👌👌,positive
1128,နင့်မျက်နှာကမျက်ခွက်ပြောင်တယ်လာမထည့်ပါနဲ့နင့်ကိုအသေမုန်းလိုက်ပီမမ,negative
1129,နင်တွဲတဲ့ဖာသယ်မတွေကမျက်နှာကငေါ့စောင်ပတ်လောက်တန်ဘိုးမရှိတဲ့ဖာသယ်မတွေကိုတွဲဆိုနေနမ်းနေစောက်ပတ်နမ်းနေတာနဒ့အတူတူဘဲမှတ်ဖေလိုးမသားမမ,negative
1131,လွမ်းမိတယ်,negative
1133,သီရိပြည့်စံ ဆိုတဲ့ကလေးမ မင်းကိုယ့်ဖုန်းကိုတောင်မကိုင်တော့ဘူးနော် နေနိုင်လိုက်တဲ့ မြင်းခြံသူလေးရယ် အမြဲချစ်နေပါတယ် မင်းနဲ့အဝေးဆုံးနေရာကနေ ချစ်တယ်ပေါက်စ မင်းအရမ်းမုန်းတဲ့ငါ,negative
1134,ဟူး,neutral
1135,ခုတင်သူဖုန်းဆက်တယ် ဖုန်းဆက်လို့စိတ်မဆိုးဘူးမလားတဲ့ ရည်းစားကိစ္စကြောင့်မဟုတ်ပေမဲ့ အိမ်ကိစ္စကြောင့် စိတ်ညစ်နေလို့တဲ့ ခပ်ပါးပါးအသံလေးနဲ့ ကျတော်မုသားတချို့ ပြန်ပြောလိုက်မိပါတယ် ကိုဟာလိုသုံးဟုတ်မနေပဲ မင်းကိုလဲ လက်လွတ်နိုင်ခဲ့ပါပြီလို့ ပြန်လာချင်တယ် လွမ်းမိတယ် 💔,negative
1136,😢😿💔,negative
1137,ဟန်နီ ရယ် မောင် သတိရလိုက်တာကွာ,negative
1138,လွမ်းတရ် ငပေါမလေးရယ်,negative
1139,🤘🤘,positive
1140,အရင်တုန်းကက ခုထိလည်းကြိုက်နေဆဲ😢,negative
1141,၆နှစ်လောက်ကြာလဲ တွေကမရိုးဘူးဗျာ🎉,negative
1142,နယ်မြို့ေလးကိုလည်းလွမ်းတယ်မင်းကိုလည်းလွမ်းတယ်😢😢😢,negative
1144,ငါမမေ့သေးတာ မင်းလဲသိမှာပါ,negative
1145,မှာမရှိဘူးလားဟင် ရှာမတွေ့လို့ 🥹🥹,neutral
1147,မြို့ကိုလဲလွမ်း မင်းကိုလဲလွမ်း😢,negative
1148,🥹,neutral
1149,လေး ပြောပြပါအုံး,neutral
1151,ငငဂငဂ,neutral
1153,စကားပြောတာတွေကမသေချာတော့စကားတွေကမောင်ပြောတာတွေကအရူးတယောက်လိုဖြစ်နေတယ်မောင်စကားပြောတာတွေဆံပင်ညှပ်တာကအစအရူးတယောက်လိုဖြစ်နေတယ်တည်တန့်တဲ့ပုံစံတွေသုံးပါမရေရာတဲ့အသုံးအနှန်းတွေကြောင့်ဘဝမှာမသေချာတာတွေဖြစ်နေရပီမမ,negative
1154,မောင်၁၂နာရီထိုးပီနော်မမအိပ်တော့မယ်မောင်လဲအိပ်တော့နော်ချစ်မမ,neutral
1155,လူတယောက်မမကိုမောင့်အရောင်ဆောင်ပီးလာခေါ်တယ်ကားနက်နဲ့မမလဲမမတို့နှစယောက်ချင်းသိတဲ့စကားမေးလိုက်တာမှားဖြေလို့မမကံကောင်းသွားပါသိလားချစ်မမ,negative
1156,မောင်ဖုံးဆက်နော်ချစ်ရင်ပေါ့မမစိတ်ပူနေလို့ပါ၀၉၂၆၉၆၁၀၀၉၈,neutral
1157,ငယ်စဥ်ကမိန်းမကိုလွမ်းနေလားမောင်ပြန်ပေါင်းလို့ရရင်ပြန်ပေါင်းပါမမခွင့်လွတ်ပါတယ်မောင့်တို့ကငယ်ချစ်သူဆိုတော့ပေါင်းပါပိုပီးသတိရနေမှာနော်မမကအားပေးပါတယ်ချစ်မမ,negative
1158,မောင်ရဲ့စိတ်ထဲမှာစိတ်ကစားလို့မမကိုချစ်တာဆိုတော့အလကားအချစ်ပေါ့ဘေးဖယ်ထားပါမောင့်ရဲအလိုအပ်ဆုံးအချစ်သစ်တွေနဲ့ပျော်ပါစေမမ,negative
1159,သီချင်းတွေကနဲနဲမြန်နေတယ်ကီးလေးတွေချဆိုပါမောင်မြန်မြန်တော့နောက်ကလိုက်ဆိုသူတွေကမလိုက်နိုင်ဘူးချစ်မမ,neutral
1161,🍩💛🙆,positive
1162,ဒီသီချင်းနားထောင်ရင် သူ့ကိုသတိရမိတယ်😭,negative
1164,အနည်းဆုံးတော့ မင်းအနားမှာရှိပေးခဲ့,neutral
1165,နိးိနးလေးနဲနောက်ဆုံးတော့တကယ်ဝေးသွားတယ်,negative
1166,🥹🥺,negative
1167,သွေးထွက်အောင် မှန်တယ်ဗျာ,neutral
1168,ဘသူနားေထာင္ေသးလဲ,positive
1169,တကယ်တော့ဝေးဖို့အတွက်နီးစပ်ခဲ့ကြတာပါ😔,negative
1170,မှာနားထောင်နေပါတယ်,positive
1171,ရက်နေ့မှာဘယ်သူနားထောင်နေသေးလဲ,positive
1172,သူအမြဲတဲ့သီချင်း သူပဲထားသွားပြီး😢,negative
1173,ရေ အရင်က အချိန်တွေကို ပြန်လွမ်းနေပါတယ်လို့ 😒😒😒,negative
1174,သီချင်းစာသားတွေကငါတို့နှစ်ယောက်အတိုင်းဘဲကွယ်😭,negative
1175,နီးနီးလေးနဲ့ဝေး နေတဲ့ ကို သတိရမိတယ်,negative
1176,ချစ်,positive
1177,နာင်ထာင်ကောင်းတယ်🙂,positive
1178,တစ်ခါတစ်လေပိုင်ဆိုင်ဖို့ကြိုးစားတာထက် အဝေးကငေးကြည့်နေရတာပိုကောင်းတယ်,negative
1179,နီးနီးလေးနဲ့ဝေး,negative
1180,ကဝုလွမ်းမိတယ်,negative
1181,ငါနဲ့ သကဲ့တိုက်ဆိုင် တဲ့ သီချင်း,positive
1182,၂၀၂၄ ၁၁လပိုင်း ဘယ်သူရှိသေးတုန်း,positive
1184,😂🎉,positive
1185,ဟူးဘယ်အရာမှ အလကားမရဘူး တဲ့ကို ငြင်းခဲ့တယ်လူရော စိတ်ကောနှလုံးသားရော အသက်ရောအလကားပေးခဲ့လို့ထင်ပါတယ်မင်း နောက်ဆုံး ပြောသွားတာ ကိုမှတ်မိပါသေးတယ်အလကား လူတဲ့။,negative
1186,ကိုယ့်ရဲ့ခံစားချက်တွေအတိုင်းပဲထပ်တူကျနေတဲ့သီချင်းလေး,positive
1187,ကိုယ်ကလည်းချစ်နေသေးတယ်သူကလည်းချစ်နေသေးတယ် ကြားထဲကမာနရှိတော့ဝေးခဲ့ရတာပါ အချစ်ရယ်😢,negative
1188,ခိုင်သဇင်မြင့် ချစ်တယ် 😢,negative
1189,စိတ်ခံစားရပြန် ရ ပြိိိကွာ,positive
1190,အေပါ,neutral
1191,မောင်ရယ်မေသို့ပြန်ချစ်ကျာမယ်နော်မောင်မပြင့်တာပါနဲနော်တောင့်ပန်ပါတယ်😢😢😢,negative
1192,အားတင်းထားပါအချစ်စစ်ရင်တနေ့နားလည်လာမှာပါနွေးပင်ပန်းလဲကြိုးစားသက်သေပြခဲ့တာ,negative
1193,အရမ်းကြိုက်တယ်နွေးကအချစ်စစ်ပေးခဲ့တော့သူနားလည်တတ်ခဲ့ပြီ,positive
1194,ဝေးပိလာတဲ့လားဗျာ😢ပြန်လာပေးပါဗျာ😫😫😫😫အခုတော့ဝေးပိလာ,negative
1195,ချစ်လျှက်နဲ့နီးနီးလေနဲ့ဝေး,negative
1196,မေ မောင့်ကိုခွင့်လွှတ်ပါ,negative
1197,အနီးဆုံးမှာရှိနေပေမဲ့ နှလုံးသားတွေကတော့ ဝေးနေဆဲဘဲ,negative
1198,ဒီသိချင်းလေးကိုအလွမ်းပါတယ်,negative
1199,ငါနင့်ကိုသဘောကျရုံကလဲဲပီးမဖြစ်နိုင်ဘူးထင်တယ်နင်နဲ့ပတ်သတ်ပြီးငါတစ်ယောက်တည်းသဝန်တိုလိုက်အသည်းကွဲလိုက်ဆိုတာနင်ကတော့ဘယ်တော့မှမသိနိုင်ဘူးထင်တယ်တောဝက်စုတ်😢ငါ့ကိုတကယ်မသိချင်ယောင်ဆောင်နိုင်တာပဲ,negative
1200,😢 😢,negative
1202,ငါ့ကိုသတိ,negative
1203,တစ်ကယ်ချစ်တိုင်းလဲ မညား အဲ့တာအမှန်ပါပဲ🥴,negative
1204,ရင်ကသူမကိုတောင်ပြန်လွန်းမိတဃ်,negative
1205,တစ်ကယ်ကို နီးနီးလေးရှိနေပါလျက်နဲ့ ချစ်ဖို့က မဖြစ်နိုင်နေဘူး,negative
1206,အရင်ကတော့ စိတ်ချင်းနီးလူချင်းနီး နောက်ပိုင်းကျ စိတ်ချင်းနီး လူချင်းဝေး အခုရော စိတ်ချင်းရော လူချင်းရောဝေး ချစ်စောင့်နေပါတယ် ပြန်လာခဲ့ပါကို,negative
1207,အခုဆိုကျွန်တော်သူပြော်နေပီလို့ထင်တယ်😢😢😢,negative
1208,ေန့တိုင္အိမ္ေရွ့ကေနစက္ဘိန္းနဲျဖက္ေနတာဘာလို့မေတြရတာလဲ,neutral
1210,ကိုကြီး အဆိုတော် လုပ်ပါလား အသံကောင်းတယ်,positive
1212,မှန်တယ် ကငါ့အတွက်,neutral
1213,အခြေအနေအမျိုးမျိုးကြောင့် အချင်းချင်းသဘောကျရဲ့သားနဲ့ မသိချင်ယောင်ဆောင် သူစိမ်းတွေလို နေနေရတဲ့ဆက်ဆံရေးမျိုး,negative
1214,ငါ့မင်္ဂလာဆောင်တုန်းကသူ ဒီသီချင်နဲ့ဖြေသိမ့်နေခဲ့တယ်,negative
1215,ဝေးအတူတူစုံချိန်တိုင်းလည်းတို့နှစ်ယောက်ဝေး အရင်လိုပြန်မဖြစ်တော့တဲ့ရှေ့ရေး ကိုယ်စီဒဏ်ရားများနဲ့ကြိတ်ငိုကြွေးတစ်ကယ်ဆိုနီးနီးလေးနဲ့ဝေးအတူတူကိုင်ဆုပ်ထားတဲ့လက်တွေအေး အရောင်တွေမှိန်ကာသွားတဲ့ဓာတ်ပုံလေးချစ်လျက်မာနများခြား ဒို့အဆုံးသတ်ကိုကြိုတွေးမရ နီးနီးလေးလည်းတို့နှစ်ယောက်မရှိနိုင်ဘူးအဝေးဆုံးပြေးဖို့လည်းခွန်အားမရှိဘူး ဆုပ်ရင်လည်းဆူး စားရင်လဲရူးမြိုသိပ်ထားတဲ့စကားများပြောမထွက်ခဲ့ဘူး အရင်လိုအပြုံးတွေလည်းမင်းဆီမှာငါမတွေ့တော့ တကယ်လီဖုန်းတွေလည်းပြောဖြစ်ရင်ခဏလေးပေါ့ ချစ်သေးရဲ့လားလို့တော့ ငါမမေးတော့ ပြိုလဲတော့မယ့်တို့နှစ်ယောက်ရဲ့ကမ္ဘာလေးရော အပေါင်းအသင်းလည်းများ မင်းက ကျ မတူတဲ့အတိုင်းအဝိုင်းကြား ရှေ့ဆက်နေခဲ့ရ ယုံကြည်မှုတို့က တဖြးဖြေးပျောက်ဆုံးသွား အေးစက်စက်စကားများကိုငါအကြောက်ဆုံးပါ ပြိုင်မျဉ်းများလားးနီးနေကက်နဲ့ဆန့်ကျင်ဘက်ကိုပြေးသွားးတကယ်ချစ်တိုင်းလည်းမညားးအဲ့ဒီစကားကဒို့နှစ်ယောက်အတွက်ပဲလား ဝေးအတူတူစုံချိန်တိုင်းလည်းတို့နှစ်ယောက်ဝေး အရင်လိုပြန်မဖြစ်တော့တဲ့ရှေ့ရေး ကိုယ်စီဒဏ်ရားများနဲ့ကြိတ်ငိုကြွေးတစ်ကယ်ဆိုနီးနီးလေးနဲ့ဝေးအတူတူကိုင်ဆုပ်ထားတဲ့လက်တွေအေး အရောင်တွေမှိန်ကာသွားတဲ့ဓာတ်ပုံလေးချစ်လျက်မာနများခြား ဒို့အဆုံးသတ်ကိုကြိုတွေးမရ မီးတောက်လိုလောင်ကျွမ်းလိုလာခဲ့ပြိုင်မျဉ်းနှစ်ကြောင်းလို့ပြိုင်တန်းလွန်ပါရဲ့အနာဂတ်တစ်ခုကိုခန့်မှန်းလို့မရပဲ ဝေဝါးစွာမက်ခဲ့အိမ်မက်များလည်း အားလုံးပျက်ဆီး အားလုံးပြိုလဲ တင်းလွန်းတဲ့ကြိုးတစ်ခုဟာပြတ်တယ်တဲ့ နှလုံးသားအချင်နီးပေမယ့်အဆက်အသွယ်မဲ့ ဘယ်သူအမှားလည်းဘယ်သူ့အပြစ်တွေလဲ အချစ်ထက်အရေးကြီးတာတွေရှိသေးတယ် ယုံစားမရတဲ့မင်းကတိတွေထပ်မပေးနဲ့ နှလုံးသားထက်ဥိးနှောက်ကိုတို့ရွေးချယ် အနည်းဆုံးတော့မင်းအနားမှာရှိပေးခဲ့ ပြိုင်မျဉ်းများလားး နီးနေရက်နဲ့ဆန့်ကျင်ဘက်ကိုပြေးသွား တကယ်ချစ်တိုင်းလည်းမညားး အဲ့ဒီစကးးကဒို့နှစ်ယောက်အတွက်ပဲလား ဝေးအတူတူစုံချိန်တိုင်းလည်းတို့နှစ်ယောက်ဝေး အရင်လိုပြန်မဖြစ်တော့တဲ့ရှေ့ရေး ကိုယ်စီဒဏ်ရားများနဲ့ကြိတ်ငိုကြွေးတစ်ကယ်ဆိုနီးနီးလေးနဲ့ဝေးအတူတူကိုင်ဆုပ်ထားတဲ့လက်တွေအေး အရောင်တွေမှိန်ကာသွားတဲ့ဓာတ်ပုံလေးချစ်လျက်မာနများခြား ဒို့အဆုံးသတ်ကိုကြိုတွေးမရ,neutral
1216,သိတ်လွမ်းတယ်အချစ်ရယ် သူမလည်း ငါ့ထက်မလျော့တဲ့အချစ်တွေနဲ့ချစ်ပေးပါစေ,negative
1217,ကောင်လိုက်တယ်သိချင်လေးပါဗျာ,positive
1218,လွမ်းတယ်😔💔,negative
1219,ပုဒ်လုံးမှန်ပါတယ်ရှင့်,positive
1220,တကယ့်လို့များသာ မဝေးခဲ့ကြရင် အခု လေးမှာ အတူတူပျော်ရွှင်နေကြလောက်မှာ မင်းရောအခုချိန်ပြန်ပြီးသတိရနေလောက်မှာပါ,negative
1222,တကယ်ကို နီးနီးလေးနဲ့ဝေးနေရတယ် 😢,negative
1223,မိုက်,positive
1224,တကယ်ကြိုက်တယ်😭💤🎀,positive
1225,👇😊,positive
1226,ဂျင်မီရေ ကျွန်တော့်ကိုများကြိုမြင်ပီးသီချင်းလုပ်ထားတာလားခုတစ်ပုံစံထဲကြီး😒,positive
1227,တကယ်ဝေးသွားပြီပဲ,negative
1229,ငိုမိတယ်😢,negative
1230,အခုကျောင်းမှာဖြစ်နေတဲ့အတိုင်းဘဲ လေးအတိုင်းဖြစ်လာပြီ😔,negative
1231,တကယ် 💔,negative
1232,ဘယ်ချိန်ပြန်နားထောင်ထောင်ခုထိနာကျင်နေရတုန်းပဲ တကယ်အရမ်းရက်စက်တယ်ဟာ,negative
1233,အဆိုတော် နာမည်လေး,neutral
1234,တစ်ခုမှာလာတဲ့အသံက အချစ်မှာ ချစ်နေဖို့ပဲလိုတယ်ဆိုတော့ချစ်နေရက်နဲ့ဝေးခဲ့ရတဲ့အကိုကြီးက ပြုံးပြုံးလေးနားထောင်နေခဲ့သတဲ့,negative
1235,နီးနေပေမဲ့ ငေးကြည့်နေရတဲ့ဘဝလိုင်းလေးမီးစိမ်းနေတာလည်း ကြည့်နေရတဲ့ဘဝ😔,negative
1236,ငါကသာချစ်နေတာသူကမသိတာလားမသိချင်ယောင်ဆောင်နေခဲ့တာလား😔💦,negative
1238,လူ့ဘဝကဒီလိုပါနည္းလေးနဲ့ဝေးနေတာရီးပါပဲ👍😭,negative
1239,အလုပ်တစ်ခုထဲမှာကိုယ်တစိမ်းလို့နေခိုင်တာကိုကောင်မလေးနဲ့ဘယ်သူကစကာမပြောတစိမ်လိုနေချင်မှာလဲနီးနီးလေးနဲ့ဝေနေကြရတယ်ဗျာ😢😢😢😢,negative
1240,အောင်မြင်ပါစေမောင်လေးသရုပ်ဆောင်လေးလဲကောင်းချစ်တယ်အားလုံး😘😘😘,positive
1241,နာထောင်တာငါတစ်ယောက်ထည့်လား,positive
1242,သီချင်းလေးကြားတော့အဝေးကကောင်လေးကိုသတိရမိတယ်😔😔😔😔😔,negative
1243,ချစ်ရတဲ့သူက ချစ်သူအသစ်တွေ့နေပြီတဲ့ သူ့လုပ်ရပ်တွေကအသက်တိုစေတယ်😔💔,negative
1244,အော်လွမ်းလိုက်တာ😢😢😢😢😢😢,negative
1245,အားလုံးကငါ့ရဲ့ခံစားချက်တေနဲ့ထပ်တူကျ🖤🌍,positive
1247,ဘာလို့ခံစားချက်နဲ့တထပ်ထဲကျအောင်ဆိုနိုင်ရတာလဲ ရယ်,positive
1248,ဒီသီချင်းက ရွဲဆိုထားတာ လား တကယ်ဆို နီနီလေးနဲ့ဝေးနေတယ်😭😭😭😭💔💔💔,negative
1250,ငါမှားတယ်ဟုတ်တယ်ငါလိမ်ခဲ့တယ်ဟုတ်တယ်ငါညာခဲ့တယ်ဟုတ်တယ်ဒါပေမဲ့ ငါနင့်ကိုချစ်တယ်နင်စိတ်ပျက်ရလောက်အောင်ငါမိုက်ခဲ့ရင်တောင်းပန်ပါတယ်,negative
1251,မောင်ကသူနားထောင်နေကျသီချင်းတဲ့လေ ကိုယ့်မှာသူ့ကိုသတိရတိုင်းနားထောင်ရတာရင်ဘက်တွေပါအောင့်တယ် တကယ်ပဲနီးနီးလေးနဲ့ဝေးခဲ့ကြတာကိုး😢,negative
1252,ခံစားချက်နဲကိုက်ညီ😢😢,negative
1253,ဒီသီချင်းတပုဒ်လုံးကငါ့ကိုရွဲ့ပီးဆိုထားသလိုဘဲ😢 အပြင်မာသူနဲ့တွေ့လဲအဖျက်တွေက၀င်လာတော့ငါတို့မဆုံဖြင့်ဘူးနောက်ပီးလဲငါကအိမ်မပိုင်တော့အဆင်မပြေဘူးပေါ့ အိမ်မပိုင်သူများလာစုရန်😅😅😅😅,negative
1254,ပြိုင်မျဥ်းများလား💔,negative
1258,ပြိုင်မျဉ်းတွေပါဘဲနီးနေရက်နဲ့ဝေးတယ်လို့ခံစားမိနေရတယ်အချစ်ကဘာလို့လူကိုနာကျင်စေရတာလဲ,negative
1259,နီးနီးေလးနဲ့ေဝးေနတာ😞💔,negative
1260,😅ဒီသီချင်းနားထောင်ရင် သူမကိုသတိရတယ်😔😔,negative
1261,ဒီသီချင်းနားထောင်ရင် သူမကိုသတိရတယ်😔😔,negative
1262,လွမ်းတယ်ဟေ့ ကံက ကိုယ်တွေကိုမျက်နှာသာမပေးတာလားမသိ,negative
1263,အဝေးဆုံးပေးဖို့ ခွန်အားမရှိဘူး🥺🥺🥺🥺😭,negative
1265,အော်ငါ့ဘ၀ဆိုသည်မှာလည်း အနေနီးနေတာတောင်တွေ့ခွင့်မရမြင်ခွင့်မရစကားပြောခွင့်မရနဲ့ပါလား ခက်သားဘဲနော်😭💔🥀,negative
1266,ဒီသီခ်င္းေလးနားေထာင္တိုင္းနင့္ကိုအရမ္းလြမ္းမိတယ္အရင္လိုျပန္မျဖစ္ႏိုင္ေတာ့တာသိေပမဲ့ခုခ်ိန္ထိနင့္ကိုအရမ္းလြမ္းတယ္,negative
1267,ငါ့ကျပြောင်းပြန် ဝေးပြီးပိုဝေး,negative
1268,ငါ့အကြိုက်ဆုံးသီချင်းလေးကိုသိပ်ကြိုက်တယ်ဗျာ တကယ်ကိုယ်တိုက်ဆိုင်တယ်😢,positive
1269,သူ့ကိုသွားသတိရမိ😢,negative
1270,ကတိတွေရော အတိတ်တွေရော အချစ်တွေရော ပြီးသွားခဲ့ပြီ 😓,negative
1271,😢😢😢😢😢😢,negative
1272,စ ကြားဘူးတဲ့ သီချင်း,positive
1273,နီးနီးလေးရှိနေတာတောင်မချစ်နိုင်ဘူး😢,negative
1274,တကယ်ဆိုသာကေတ နဲ့သင်္ဃကျွန်းကနီးနီးလေးပါကွာ ငါတို့တွေတော့ဝေးသွားခဲ့တာ ထာ၀ရပါ,negative
1275,အနားမွာ ႐ွိေနေပမယ္ သူက ကိုယ့္ကိုမလိုအပ္ေသာအခါ ကိုခုထိုင္ၾကည့္ေနရတာကလြဲလို႔ ဘာမွမတတ္ႏိူင္😢😢,negative
1276,ဝေးနေလို့မင်းအနီးအနားထီရောက်အောင်ကြိုးစားခဲ့တယ်နီးတာနည်းနည်းကြာလာတော့မင်းကထပ်အေးစက်လာတာပဲတကယ်တော့မင်းက ငါ့ကိုဘယ်တုန်းကမှမချစ်ခဲ့တာပါပဲ😢ငါအရမ်းပင်ပန်းေနပြီအချစ်ရေ😢,negative
1277,ခင်များကို သတိရတိုင်းနားထောင်ဖြစ်တဲ့သီချင်းလေးပေါ့ ။ ခင်များကတော့ ရင်သွေးလေးတောင်ရတော့မယ်နော်ကျန်းမာပါစေ အချစ်ရေ။,negative
1279,နားလည်မှုတွေဟာ လွဲမှားနေရင်လည်း နီးနီးလေးနဲ့ ဝေးနေကြတာပဲ မလား,negative
1280,ရေရှည်အတွက်ကိုယ့်ခံယူချက်တွေကြောင့်စွန့်လွတ်ခဲ့တာခံရခက်ပြီမဲ့မှန်ခဲ့ပါတယ်,negative
1281,နီနီးနေ့ပိးတောမပေါင်းဖက်ရဘူး,negative
1283,တစ်ခုလေးပဲဆုတောင်းချင်တယ် ဒီလိုမျိုးဖစ်မလာဖို့,negative
1284,တကယ်နီးလေးနဲ့ဝေးနေတာပါ😆,negative
1285,တိုက်ဆိုင်လိုက်တာငါနေကိုအရမ်းချစ်တယ်😭,negative
1286,ကံကခွဲတောတမြိုထဲနေရတာတောင်ဝေးနေဝလိုဘဲ မင်းလည်းအသစ်သစ်တွေနေနဲ့ပျော်နေပီပေါ့အဂျူး,negative
1287,နီးပေမဲ့ဝေးရပါတယ်,negative
1288,😍😍,positive
1290,ဘယ်အချိန်ပဲနားထောင်ထောင်မျက်ရည်တေကအလိုလိုဝဲလာတယ်ကွယ်,negative
1291,တကယ်တိုက်ဆိုင်နဲ့လေးပါသူနဲ့တကယ်နီးနီးလေးနဲ့ဝေးနေတာ,negative
1293,ငါ့ဘဝက ကံဆိုးလှကြီးလားကွာ နီးနီးလေးနဲ့ ရမ်းချစ်ခဲ့ပီးမှ ဝေးရတယ်လို့ ကြောင်းပြချက်မရှိပဲ မင်းသဘာဝကျပါတယ် ထားသွားတာ😢😢😢,negative
1294,ငါအျဖစ္နဲ႔အရမ္းတူတယ္ငါ့ကိုဖြင့္ေျပာတာ၃ခါ႐ွိၿပီ၃ခါလံုးေျပာတယ္ ခါကငါ့ကိုနင့္ကိုငါမခ်စ္ဘူးလို႔ေျပာတာခါေျမာက္က်ေတာ့သူ႔ကိုဖြင့္ေျပယၿပီးေတာ့ဘာလို႔ငါကိုမႀကိဳက္ဘူးလို႔ေျပာတာလဲလို႔ေမးေတာ့ သူက နင္မို႔လို႔႐ိုမႀကိဳက္တာၿပီးေတာ့ငါရည္းစားရသြားၿပီတဲ့နင့္ရည္းစားဘယ္သူလဲေမးေတာ့တစ္ဦးတည္းေသာ ဖူးရတီဟန္တဲ့😊💔🥀,negative
1295,ယုံစားမရတဲ့မောင့်ကတိတွေ,negative
